site_id,year,species_lump,tidal_elevation,count
K,2001,Mytilus californianus,1.84663,1
K,2001,Mytilus californianus,2.61667,1
K,2001,Mytilus californianus,2.41672,1
K,2001,Mytilus californianus,2.39878,1
K,2001,Mytilus californianus,2.39092,1
K,2001,Mytilus californianus,2.37484,1
K,2001,Mytilus californianus,2.23168,1
K,2001,Mytilus californianus,2.12667,1
K,2001,Mytilus californianus,2.18171,1
K,2001,Mytilus californianus,0.89667,1
K,2001,Mytilus californianus,2.17667,1
K,2001,Mytilus californianus,2.19412,1
K,2001,Mytilus californianus,2.21159,1
K,2001,Mytilus californianus,2.24667,1
K,2001,Mytilus californianus,2.2126,1
K,2001,Mytilus californianus,2.17877,1
K,2001,Mytilus californianus,2.14486,1
K,2001,Mytilus californianus,2.11081,1
K,2001,Mytilus californianus,2.07667,1
K,2001,Mytilus californianus,1.91667,1
K,2001,Mytilus californianus,1.86667,1
K,2001,Mytilus californianus,1.91667,1
K,2001,Mytilus californianus,1.88005,1
K,2001,Mytilus californianus,1.84341,1
K,2001,Mytilus californianus,1.80667,1
K,2001,Postelsia palmaeformis,1.80667,1
K,2001,Mytilus californianus,1.68667,1
K,2001,Mytilus californianus,1.58352,1
K,2001,Mytilus californianus,1.48005,1
K,2001,Mytilus californianus,1.37667,1
K,2001,Mytilus californianus,1.15653,1
K,2001,Mytilus californianus,0.93648,1
K,2001,Mytilus californianus,0.71647,1
K,2001,Mytilus californianus,0.49653,1
K,2001,Mytilus californianus,0.27667,1
K,2001,Mytilus californianus,0.44667,1
K,2001,Mytilus californianus,0.49667,1
K,2001,Mytilus californianus,0.66667,1
K,2001,Mytilus californianus,0.76667,1
K,2001,Mytilus californianus,0.84339,1
K,2001,Mytilus californianus,0.92007,1
K,2001,Mytilus californianus,0.99667,1
K,2001,Mytilus californianus,0.97667,1
K,2001,Mytilus californianus,0.81021,1
K,2001,Mytilus californianus,0.77354,1
K,2001,Mytilus californianus,0.73673,1
K,2001,Mytilus californianus,0.69976,1
K,2001,Mytilus californianus,0.55069,1
K,2001,Mytilus californianus,0.51289,1
K,2001,Mytilus californianus,0.475,1
K,2001,Mytilus californianus,1.52069,1
K,2001,Mytilus californianus,2.67667,1
K,2001,Mytilus californianus,2.3221,1
K,2001,Mytilus californianus,2.32691,1
K,2001,Mytilus californianus,2.33192,1
K,2001,Mytilus californianus,2.33697,1
K,2001,Mytilus californianus,2.34177,1
K,2001,Mytilus californianus,2.34667,1
K,2001,Mytilus californianus,2.32066,1
K,2001,Mytilus californianus,2.29465,1
K,2001,Mytilus californianus,2.26862,1
K,2001,Mytilus californianus,2.24258,1
K,2001,Mytilus californianus,2.12782,1
K,2001,Mytilus californianus,2.03907,1
K,2001,Mytilus californianus,1.86185,1
K,2001,Mytilus californianus,1.77339,1
K,2001,Mytilus californianus,1.68499,1
K,2001,Mytilus californianus,1.59667,1
K,2001,Mytilus californianus,0.75667,1
K,2001,Mytilus californianus,1.72667,1
K,2001,Mytilus californianus,1.8116,1
K,2001,Mytilus californianus,1.89667,1
K,2001,Mytilus californianus,1.87655,1
K,2001,Mytilus californianus,1.85658,1
K,2001,Mytilus californianus,1.83667,1
K,2001,Mytilus californianus,1.81656,1
K,2001,Mytilus californianus,1.79663,1
K,2001,Mytilus californianus,1.77667,1
K,2001,Mytilus californianus,1.83168,1
K,2001,Mytilus californianus,1.87474,1
K,2001,Mytilus californianus,1.86273,1
K,2001,Mytilus californianus,1.85083,1
K,2001,Mytilus californianus,1.83885,1
K,2001,Mytilus californianus,1.82667,1
K,2001,Mytilus californianus,1.78667,1
K,2001,Mytilus californianus,1.69995,1
K,2001,Mytilus californianus,1.6132,1
K,2001,Mytilus californianus,1.52667,1
K,2001,Mytilus californianus,1.53667,1
K,2001,Mytilus californianus,1.444,1
K,2001,Mytilus californianus,1.35145,1
K,2001,Mytilus californianus,1.25904,1
K,2001,Mytilus californianus,1.16667,1
K,2001,Mytilus californianus,1.07166,1
K,2001,Mytilus californianus,0.97667,1
K,2001,Mytilus californianus,0.57477,1
K,2001,Mytilus californianus,0.76667,1
K,2001,Mytilus californianus,0.77667,1
K,2001,Mytilus californianus,0.74667,1
K,2001,Mytilus californianus,0.68171,1
K,2001,Mytilus californianus,0.61667,1
K,2001,Mytilus californianus,0.67165,1
K,2001,Mytilus californianus,2.22429,1
K,2001,Mytilus californianus,2.26284,1
K,2001,Mytilus californianus,2.28083,1
K,2001,Mytilus californianus,2.27473,1
K,2001,Mytilus californianus,2.26882,1
K,2001,Mytilus californianus,2.25667,1
K,2001,Mytilus californianus,2.32894,1
K,2001,Mytilus californianus,2.34667,1
K,2001,Mytilus californianus,2.3471,1
K,2001,Mytilus californianus,2.34733,1
K,2001,Mytilus californianus,2.34773,1
K,2001,Mytilus californianus,2.34706,1
K,2001,Mytilus californianus,2.04667,1
K,2001,Mytilus californianus,2.03346,1
K,2001,Mytilus californianus,2.02013,1
K,2001,Mytilus californianus,2.00667,1
K,2001,Mytilus californianus,2.00701,1
K,2001,Mytilus californianus,2.00721,1
K,2001,Mytilus californianus,1.88176,1
K,2001,Mytilus californianus,1.75667,1
K,2001,Mytilus californianus,1.75674,1
K,2001,Mytilus californianus,1.80175,1
K,2001,Mytilus californianus,1.84667,1
K,2001,Mytilus californianus,1.70344,1
K,2001,Mytilus californianus,1.56011,1
K,2001,Mytilus californianus,1.41667,1
K,2001,Mytilus californianus,0.94667,1
K,2001,Mytilus californianus,1.54667,1
K,2001,Mytilus californianus,1.58166,1
K,2001,Mytilus californianus,1.61667,1
K,2001,Mytilus californianus,1.59167,1
K,2001,Mytilus californianus,1.56667,1
K,2001,Mytilus californianus,1.50667,1
K,2001,Mytilus californianus,1.39667,1
K,2001,Mytilus californianus,1.54667,1
K,2001,Mytilus californianus,1.51667,1
K,2001,Mytilus californianus,1.44667,1
K,2001,Mytilus californianus,1.50667,1
K,2001,Mytilus californianus,1.49463,1
K,2001,Mytilus californianus,1.48262,1
K,2001,Mytilus californianus,1.47043,1
K,2001,Mytilus californianus,1.4585,1
K,2001,Mytilus californianus,1.44667,1
K,2001,Mytilus californianus,0.94994,1
K,2001,Mytilus californianus,0.45329,1
K,2001,Mytilus californianus,-0.4339,1
K,2001,Mytilus californianus,-0.3428,1
K,2001,Mytilus californianus,-0.2514,1
K,2001,Mytilus californianus,0.61385,1
K,2001,Mytilus californianus,0.60714,1
K,2001,Mytilus californianus,0.60063,1
K,2001,Mytilus californianus,0.59425,1
K,2001,Mytilus californianus,0.58804,1
K,2001,Mytilus californianus,0.53609,1
K,2001,Mytilus californianus,0.43847,1
K,2001,Mytilus californianus,0.34097,1
K,2001,Mytilus californianus,2.14666,1
K,2001,Mytilus californianus,2.09667,1
K,2001,Mytilus californianus,2.10669,1
K,2001,Mytilus californianus,2.11668,1
K,2001,Mytilus californianus,2.03332,1
K,2001,Mytilus californianus,1.96667,1
K,2001,Mytilus californianus,2.04667,1
K,2001,Mytilus californianus,2.06999,1
K,2001,Mytilus californianus,2.11667,1
K,2001,Mytilus californianus,2.09667,1
K,2001,Mytilus californianus,1.96667,1
K,2001,Mytilus californianus,1.96087,1
K,2001,Mytilus californianus,1.9549,1
K,2001,Mytilus californianus,1.94889,1
K,2001,Mytilus californianus,1.94281,1
K,2001,Mytilus californianus,1.93667,1
K,2001,Mytilus californianus,1.94275,1
K,2001,Mytilus californianus,1.94879,1
K,2001,Mytilus californianus,1.95484,1
K,2001,Mytilus californianus,1.96076,1
K,2001,Mytilus californianus,1.96667,1
K,2001,Mytilus californianus,1.94462,1
K,2001,Mytilus californianus,1.92265,1
K,2001,Mytilus californianus,1.90066,1
K,2001,Mytilus californianus,1.87868,1
K,2001,Mytilus californianus,1.82648,1
K,2001,Mytilus californianus,1.81654,1
K,2001,Mytilus californianus,1.80667,1
K,2001,Mytilus californianus,1.74657,1
K,2001,Mytilus californianus,1.68654,1
K,2001,Mytilus californianus,1.62662,1
K,2001,Mytilus californianus,1.56667,1
K,2001,Mytilus californianus,1.52667,1
K,2001,Mytilus californianus,1.55461,1
K,2001,Mytilus californianus,1.58257,1
K,2001,Mytilus californianus,1.61057,1
K,2001,Mytilus californianus,1.6386,1
K,2001,Mytilus californianus,1.66667,1
K,2001,Mytilus californianus,1.66339,1
K,2001,Mytilus californianus,1.66005,1
K,2001,Mytilus californianus,1.65667,1
K,2001,Mytilus californianus,1.45667,1
K,2001,Mytilus californianus,1.60667,1
K,2001,Mytilus californianus,1.60071,1
K,2001,Mytilus californianus,1.59476,1
K,2001,Mytilus californianus,1.58876,1
K,2001,Mytilus californianus,1.58271,1
K,2001,Mytilus californianus,1.57667,1
K,2001,Mytilus californianus,1.36637,1
K,2001,Mytilus californianus,1.15606,1
K,2001,Mytilus californianus,0.94572,1
K,2001,Mytilus californianus,0.73537,1
K,2001,Mytilus californianus,0.525,1
K,2001,Mytilus californianus,0.15503,1
K,2001,Mytilus californianus,1.57694,1
K,2001,Mytilus californianus,1.00832,1
K,2001,Mytilus californianus,0.975,1
K,2001,Mytilus californianus,1.08481,1
K,2001,Mytilus californianus,0.785,1
K,2001,Mytilus californianus,0.55502,1
K,2001,Mytilus californianus,0.45498,1
K,2001,Mytilus californianus,0.44834,1
K,2001,Mytilus californianus,0.53834,1
K,2001,Mytilus californianus,0.485,1
K,2001,Mytilus californianus,0.53102,1
K,2001,Mytilus californianus,0.255,1
K,2001,Mytilus californianus,-0.045,1
K,2001,Mytilus californianus,0.32213,1
K,2001,Mytilus californianus,0.1907,1
K,2001,Mytilus californianus,0.22748,1
K,2001,Mytilus californianus,0.19249,1
K,2001,Mytilus californianus,0.205,1
K,2001,Mytilus californianus,1.2675,1
K,2001,Mytilus californianus,1.24304,1
K,2001,Mytilus californianus,1.18492,1
K,2001,Mytilus californianus,0.67988,1
K,2001,Mytilus californianus,0.71005,1
K,2001,Mytilus californianus,0.71703,1
K,2001,Mytilus californianus,0.68458,1
K,2001,Mytilus californianus,1.025,1
K,2001,Mytilus californianus,1.03403,1
K,2001,Mytilus californianus,1.04284,1
K,2001,Mytilus californianus,0.96672,1
K,2001,Mytilus californianus,0.33393,1
K,2001,Mytilus californianus,0.42089,1
K,2001,Mytilus californianus,0.50842,1
K,2001,Mytilus californianus,0.595,1
K,2001,Mytilus californianus,0.3827,1
K,2001,Mytilus californianus,0.53766,1
K,2001,Mytilus californianus,0.52366,1
K,2001,Mytilus californianus,0.34075,1
K,2001,Mytilus californianus,-0.025,1
K,2001,Mytilus californianus,0.1451,1
K,2001,Mytilus californianus,0.315,1
K,2001,Mytilus californianus,1.47115,1
K,2001,Mytilus californianus,1.36764,1
K,2001,Mytilus californianus,1.26892,1
K,2001,Mytilus californianus,0.865,1
K,2001,Mytilus californianus,0.93855,1
K,2001,Mytilus californianus,1.0123,1
K,2001,Mytilus californianus,1.08621,1
K,2001,Mytilus californianus,1.15835,1
K,2001,Mytilus californianus,1.23007,1
K,2001,Mytilus californianus,1.20949,1
K,2001,Mytilus californianus,1.09762,1
K,2001,Mytilus californianus,0.985,1
K,2001,Mytilus californianus,1.005,1
K,2001,Mytilus californianus,1.33118,1
K,2001,Mytilus californianus,1.38253,1
K,2001,Mytilus californianus,1.48279,1
K,2001,Mytilus californianus,1.14992,1
K,2001,Mytilus californianus,0.68911,1
K,2001,Mytilus californianus,0.22792,1
K,2001,Mytilus californianus,0.59102,1
K,2001,Mytilus californianus,1.295,1
K,2001,Mytilus californianus,0.93155,1
K,2001,Mytilus californianus,0.56824,1
K,2001,Mytilus californianus,0.675,1
K,2001,Mytilus californianus,0.68618,1
K,2001,Mytilus californianus,0.61832,1
K,2001,Mytilus californianus,0.73359,1
K,2001,Mytilus californianus,0.545,1
K,2001,Mytilus californianus,0.36508,1
K,2001,Mytilus californianus,0.425,1
K,2001,Mytilus californianus,0.265,1
K,2001,Mytilus californianus,0.46495,1
K,2001,Mytilus californianus,0.665,1
K,2001,Mytilus californianus,0.48757,1
K,2001,Mytilus californianus,0.31042,1
K,2001,Mytilus californianus,0.1334,1
K,2001,Mytilus californianus,0.25832,1
K,2001,Mytilus californianus,0.101,1
K,2001,Mytilus californianus,0.23498,1
K,2001,Mytilus californianus,0.18497,1
K,2001,Mytilus californianus,0.315,1
K,2001,Mytilus californianus,0.1498,1
K,2001,Mytilus californianus,1.28096,1
K,2001,Mytilus californianus,1.29701,1
K,2001,Mytilus californianus,1.27164,1
K,2001,Mytilus californianus,1.20438,1
K,2001,Mytilus californianus,1.13857,1
K,2001,Mytilus californianus,1.07171,1
K,2001,Mytilus californianus,1.265,1
K,2001,Mytilus californianus,1.20011,1
K,2001,Mytilus californianus,1.135,1
K,2001,Mytilus californianus,1.17382,1
K,2001,Mytilus californianus,1.25036,1
K,2001,Mytilus californianus,1.28756,1
K,2001,Mytilus californianus,1.32435,1
K,2001,Mytilus californianus,1.36005,1
K,2001,Mytilus californianus,1.39607,1
K,2001,Mytilus californianus,1.3237,1
K,2001,Mytilus californianus,1.215,1
K,2001,Mytilus californianus,1.22769,1
K,2001,Mytilus californianus,1.23946,1
K,2001,Mytilus californianus,1.30787,1
K,2001,Mytilus californianus,1.43297,1
K,2001,Mytilus californianus,1.49593,1
K,2001,Mytilus californianus,1.49696,1
K,2001,Mytilus californianus,1.49647,1
K,2001,Mytilus californianus,1.495,1
K,2001,Mytilus californianus,1.58312,1
K,2001,Mytilus californianus,1.67108,1
K,2001,Mytilus californianus,1.61827,1
K,2001,Mytilus californianus,1.42474,1
K,2001,Mytilus californianus,1.2317,1
K,2001,Mytilus californianus,1.03921,1
K,2001,Mytilus californianus,0.69894,1
K,2001,Mytilus californianus,0.415,1
K,2001,Mytilus californianus,0.84505,1
K,2001,Mytilus californianus,0.77709,1
K,2001,Mytilus californianus,0.59279,1
K,2001,Mytilus californianus,0.49504,1
K,2001,Mytilus californianus,0.29857,1
K,2001,Mytilus californianus,-0.0837,1
K,2001,Mytilus californianus,-0.1023,1
K,2001,Mytilus californianus,0.28834,1
K,2001,Mytilus californianus,0.075,1
K,2001,Mytilus californianus,0.215,1
K,2001,Mytilus californianus,0.135,1
K,2001,Mytilus californianus,0.995,1
K,2001,Mytilus californianus,1.20888,1
K,2001,Mytilus californianus,1.03494,1
K,2001,Mytilus californianus,1.18412,1
K,2001,Mytilus californianus,1.10041,1
K,2001,Mytilus californianus,1.09966,1
K,2001,Mytilus californianus,1.18257,1
K,2001,Mytilus californianus,1.08025,1
K,2001,Mytilus californianus,1.14312,1
K,2001,Mytilus californianus,1.17483,1
K,2001,Mytilus californianus,1.20639,1
K,2001,Mytilus californianus,1.23804,1
K,2001,Mytilus californianus,1.2693,1
K,2001,Mytilus californianus,1.18503,1
K,2001,Mytilus californianus,1.08168,1
K,2001,Mytilus californianus,1.19129,1
K,2001,Mytilus californianus,1.22368,1
K,2001,Mytilus californianus,1.289,1
K,2001,Mytilus californianus,1.31978,1
K,2001,Mytilus californianus,1.2617,1
K,2001,Mytilus californianus,1.27655,1
K,2001,Mytilus californianus,1.34427,1
K,2001,Mytilus californianus,1.38174,1
K,2001,Mytilus californianus,1.32838,1
K,2001,Mytilus californianus,1.12719,1
K,2001,Mytilus californianus,0.62611000000000006,1
K,2001,Mytilus californianus,0.375,1
K,2001,Mytilus californianus,0.74592,1
K,2001,Mytilus californianus,0.1678,1
K,2001,Mytilus californianus,0.45298,1
K,2001,Mytilus californianus,0.71695,1
K,2001,Mytilus californianus,0.7809,1
K,2001,Mytilus californianus,0.845,1
K,2001,Mytilus californianus,0.60755,1
K,2001,Mytilus californianus,0.1325,1
K,2003,Mytilus californianus,2.45479,1
K,2003,Mytilus californianus,0.91667,1
K,2003,Mytilus californianus,2.17165,1
K,2003,Mytilus californianus,2.14666,1
K,2003,Mytilus californianus,2.09667,1
K,2003,Mytilus californianus,2.10669,1
K,2003,Mytilus californianus,2.11668,1
K,2003,Mytilus californianus,2.12668,1
K,2003,Mytilus californianus,2.14667,1
K,2003,Mytilus californianus,2.16667,1
K,2003,Mytilus californianus,2.09999,1
K,2003,Mytilus californianus,1.96667,1
K,2003,Mytilus californianus,2.04667,1
K,2003,Mytilus californianus,2.06999,1
K,2003,Mytilus californianus,2.09667,1
K,2003,Mytilus californianus,1.96667,1
K,2003,Mytilus californianus,1.94889,1
K,2003,Mytilus californianus,1.94281,1
K,2003,Mytilus californianus,1.93667,1
K,2003,Mytilus californianus,1.94275,1
K,2003,Mytilus californianus,1.94462,1
K,2003,Mytilus californianus,1.92265,1
K,2003,Mytilus californianus,1.90066,1
K,2003,Mytilus californianus,1.87868,1
K,2003,Mytilus californianus,1.82648,1
K,2003,Mytilus californianus,1.81654,1
K,2003,Mytilus californianus,1.80667,1
K,2003,Mytilus californianus,1.74657,1
K,2003,Mytilus californianus,1.68654,1
K,2003,Mytilus californianus,1.62662,1
K,2003,Mytilus californianus,1.56667,1
K,2003,Mytilus californianus,-0.3333,1
K,2003,Mytilus californianus,1.28667,1
K,2003,Mytilus californianus,1.52667,1
K,2003,Mytilus californianus,1.55461,1
K,2003,Mytilus californianus,1.58257,1
K,2003,Mytilus californianus,1.61057,1
K,2003,Mytilus californianus,1.6386,1
K,2003,Mytilus californianus,1.66667,1
K,2003,Mytilus californianus,1.66339,1
K,2003,Mytilus californianus,1.66005,1
K,2003,Mytilus californianus,1.65667,1
K,2003,Mytilus californianus,1.45667,1
K,2003,Mytilus californianus,1.60667,1
K,2003,Mytilus californianus,1.60071,1
K,2003,Mytilus californianus,1.59476,1
K,2003,Mytilus californianus,1.58876,1
K,2003,Mytilus californianus,1.58271,1
K,2003,Mytilus californianus,1.57667,1
K,2003,Mytilus californianus,1.36637,1
K,2003,Mytilus californianus,1.80667,1
K,2003,Mytilus californianus,1.58168,1
K,2003,Mytilus californianus,0.98667,1
K,2003,Mytilus californianus,0.99665,1
K,2003,Mytilus californianus,1.85667,1
K,2003,Mytilus californianus,1.72169,1
K,2003,Mytilus californianus,1.18667,1
K,2003,Mytilus californianus,1.14343,1
K,2003,Mytilus californianus,1.10009,1
K,2003,Mytilus californianus,1.05667,1
K,2003,Mytilus californianus,-0.3013,1
K,2003,Mytilus californianus,1.19174,1
K,2003,Mytilus californianus,1.86667,1
K,2003,Mytilus californianus,1.93702,1
K,2003,Mytilus californianus,2.00713,1
K,2003,Mytilus californianus,2.07709,1
K,2003,Mytilus californianus,2.14701,1
K,2003,Mytilus californianus,2.21688,1
K,2003,Mytilus californianus,2.16989,1
K,2003,Mytilus californianus,2.05288,1
K,2003,Mytilus californianus,1.99407,1
K,2003,Mytilus californianus,1.93544,1
K,2003,Mytilus californianus,1.87667,1
K,2003,Mytilus californianus,1.67667,1
K,2003,Mytilus californianus,1.73667,1
K,2003,Mytilus californianus,1.84346,1
K,2003,Mytilus californianus,1.95012,1
K,2003,Mytilus californianus,2.05667,1
K,2003,Mytilus californianus,2.02282,1
K,2003,Mytilus californianus,1.98891,1
K,2003,Mytilus californianus,1.95478,1
K,2003,Mytilus californianus,1.92074,1
K,2003,Mytilus californianus,1.88667,1
K,2003,Mytilus californianus,1.76243,1
K,2003,Mytilus californianus,1.51378,1
K,2003,Mytilus californianus,1.38942,1
K,2003,Mytilus californianus,1.265,1
K,2003,Mytilus californianus,0.97834,1
K,2003,Mytilus californianus,0.81978,1
K,2003,Postelsia palmaeformis,0.78927,1
K,2003,Mytilus californianus,0.75875,1
K,2003,Postelsia palmaeformis,0.75875,1
K,2003,Mytilus californianus,2.20565,1
K,2003,Mytilus californianus,2.27008,1
K,2003,Mytilus californianus,2.33448,1
K,2003,Mytilus californianus,2.35667,1
K,2003,Mytilus californianus,1.97667,1
K,2003,Mytilus californianus,2.08667,1
K,2003,Mytilus californianus,2.13445,1
K,2003,Mytilus californianus,2.18235,1
K,2003,Mytilus californianus,2.23042,1
K,2003,Mytilus californianus,2.27852,1
K,2003,Mytilus californianus,2.32667,1
K,2003,Mytilus californianus,2.26667,1
K,2003,Mytilus californianus,0.87667,1
K,2003,Mytilus californianus,2.10667,1
K,2003,Mytilus californianus,2.21671,1
K,2003,Mytilus californianus,2.32667,1
K,2003,Mytilus californianus,2.34343,1
K,2003,Mytilus californianus,2.36014,1
K,2003,Mytilus californianus,2.37667,1
K,2003,Mytilus californianus,2.36674,1
K,2003,Mytilus californianus,2.35667,1
K,2003,Mytilus californianus,2.29667,1
K,2003,Mytilus californianus,1.8448,1
K,2003,Mytilus californianus,1.74882,1
K,2003,Mytilus californianus,1.6529,1
K,2003,Mytilus californianus,1.55667,1
K,2003,Mytilus californianus,1.23667,1
K,2003,Mytilus californianus,0.61667,1
K,2003,Mytilus californianus,0.42667,1
K,2003,Mytilus californianus,1.26667,1
K,2003,Mytilus californianus,1.22665,1
K,2003,Postelsia palmaeformis,1.14667,1
K,2003,Postelsia palmaeformis,1.12665,1
K,2003,Postelsia palmaeformis,1.10663,1
K,2003,Mytilus californianus,1.06668,1
K,2003,Mytilus californianus,1.04667,1
K,2003,Mytilus californianus,2.00252,1
K,2003,Mytilus californianus,1.75667,1
K,2003,Mytilus californianus,2.33066,1
K,2003,Mytilus californianus,2.44702,1
K,2003,Mytilus californianus,2.43684,1
K,2003,Mytilus californianus,2.42675,1
K,2003,Mytilus californianus,2.41672,1
K,2003,Mytilus californianus,2.40667,1
K,2003,Mytilus californianus,2.39878,1
K,2003,Mytilus californianus,2.39092,1
K,2003,Mytilus californianus,2.38273,1
K,2003,Mytilus californianus,2.37484,1
K,2003,Mytilus californianus,2.36667,1
K,2003,Mytilus californianus,2.23168,1
K,2003,Mytilus californianus,2.12667,1
K,2003,Mytilus californianus,2.23667,1
K,2003,Mytilus californianus,1.94667,1
K,2003,Mytilus californianus,0.89667,1
K,2003,Mytilus californianus,0.66667,1
K,2003,Mytilus californianus,2.17667,1
K,2003,Mytilus californianus,2.19412,1
K,2003,Mytilus californianus,2.21159,1
K,2003,Mytilus californianus,2.22911,1
K,2003,Mytilus californianus,2.24667,1
K,2003,Mytilus californianus,2.2126,1
K,2003,Mytilus californianus,2.17877,1
K,2003,Mytilus californianus,2.14486,1
K,2003,Mytilus californianus,2.11081,1
K,2003,Mytilus californianus,2.07667,1
K,2003,Mytilus californianus,1.91667,1
K,2003,Mytilus californianus,1.86667,1
K,2003,Mytilus californianus,1.91667,1
K,2003,Mytilus californianus,1.88005,1
K,2003,Mytilus californianus,1.84341,1
K,2003,Mytilus californianus,1.80667,1
K,2003,Mytilus californianus,1.74679,1
K,2003,Mytilus californianus,1.68667,1
K,2003,Mytilus californianus,1.58352,1
K,2003,Mytilus californianus,1.48005,1
K,2003,Mytilus californianus,1.37667,1
K,2003,Mytilus californianus,1.15653,1
K,2003,Mytilus californianus,0.93648,1
K,2003,Mytilus californianus,0.71647,1
K,2003,Mytilus californianus,0.49653,1
K,2003,Mytilus californianus,0.27667,1
K,2003,Mytilus californianus,-0.2033,1
K,2003,Mytilus californianus,-0.2033,1
K,2003,Mytilus californianus,0.1467,1
K,2003,Mytilus californianus,0.49667,1
K,2003,Mytilus californianus,0.44667,1
K,2003,Mytilus californianus,0.68667,1
K,2003,Mytilus californianus,0.76667,1
K,2003,Mytilus californianus,0.84339,1
K,2003,Mytilus californianus,0.99667,1
K,2003,Mytilus californianus,0.97667,1
K,2003,Mytilus californianus,0.84667,1
K,2003,Mytilus californianus,2.39665,1
K,2003,Mytilus californianus,2.32691,1
K,2003,Mytilus californianus,2.33192,1
K,2003,Mytilus californianus,2.33697,1
