site_id,year,month,day,x_transect,location,species_lump,pc_point_type,tidal_elevation
12,2001,7,7,9,17.4,Mytilus californianus,full_points,1.78667
12,2001,7,7,9,17.6,Mytilus californianus,full_points,1.69995
12,2001,7,7,9,17.8,Mytilus californianus,full_points,1.6132
12,2001,7,7,9,18,Mytilus californianus,full_points,1.52667
12,2001,7,7,9,18.2,Mytilus californianus,full_points,1.53667
12,2001,7,7,9,18.4,Mytilus californianus,full_points,1.444
12,2001,7,7,9,18.6,Mytilus californianus,full_points,1.35145
12,2001,7,7,9,18.8,Mytilus californianus,full_points,1.25904
12,2001,7,7,9,19,Mytilus californianus,full_points,1.16667
12,2001,7,7,9,19.2,Mytilus californianus,full_points,1.07166
12,2001,7,7,9,19.4,Mytilus californianus,full_points,0.97667
12,2001,7,7,9,21,Mytilus californianus,full_points,0.57477
12,2001,7,7,9,21.2,Mytilus californianus,full_points,0.76667
12,2001,7,7,9,21.4,Mytilus californianus,full_points,0.77667
12,2001,7,7,9,21.6,Mytilus californianus,full_points,0.74667
12,2001,7,7,9,21.8,Mytilus californianus,full_points,0.68171
12,2001,7,7,9,22,Mytilus californianus,full_points,0.61667
12,2001,7,7,12,5.4,Mytilus californianus,full_points,0.67165
12,2001,7,7,12,6.4,Mytilus californianus,full_points,2.22429
12,2001,7,7,12,7.2,Mytilus californianus,full_points,2.26284
12,2001,7,7,12,7.8,Mytilus californianus,full_points,2.28083
12,2001,7,7,12,8.4,Mytilus californianus,full_points,2.27473
12,2001,7,7,12,8.6,Mytilus californianus,full_points,2.26882
12,2001,7,7,12,9,Mytilus californianus,full_points,2.25667
12,2001,7,7,12,9.8,Mytilus californianus,full_points,2.32894
12,2001,7,7,12,10,Mytilus californianus,full_points,2.34667
12,2001,7,7,12,10.2,Mytilus californianus,full_points,2.3471
12,2001,7,7,12,10.4,Mytilus californianus,full_points,2.34733
12,2001,7,7,12,10.6,Mytilus californianus,full_points,2.34773
12,2001,7,7,12,10.8,Mytilus californianus,full_points,2.34706
12,2001,7,7,12,11.4,Mytilus californianus,full_points,2.04667
12,2001,7,7,12,11.6,Mytilus californianus,full_points,2.03346
12,2001,7,7,12,11.8,Mytilus californianus,full_points,2.02013
12,2001,7,7,12,12,Mytilus californianus,full_points,2.00667
12,2001,7,7,12,12.2,Mytilus californianus,full_points,2.00701
12,2001,7,7,12,12.4,Mytilus californianus,full_points,2.00721
12,2001,7,7,12,13.4,Mytilus californianus,full_points,1.88176
12,2001,7,7,12,13.6,Mytilus californianus,full_points,1.75667
12,2001,7,7,12,13.8,Mytilus californianus,full_points,1.75674
12,2001,7,7,12,14.2,Mytilus californianus,full_points,1.80175
12,2001,7,7,12,14.4,Mytilus californianus,full_points,1.84667
12,2001,7,7,12,14.6,Mytilus californianus,full_points,1.70344
12,2001,7,7,12,14.8,Mytilus californianus,full_points,1.56011
12,2001,7,7,12,15,Mytilus californianus,full_points,1.41667
12,2001,7,7,12,16.6,Mytilus californianus,full_points,0.94667
12,2001,7,7,12,17.2,Mytilus californianus,full_points,1.54667
12,2001,7,7,12,17.4,Mytilus californianus,full_points,1.58166
12,2001,7,7,12,17.6,Mytilus californianus,full_points,1.61667
12,2001,7,7,12,17.8,Mytilus californianus,full_points,1.59167
12,2001,7,7,12,18,Mytilus californianus,full_points,1.56667
12,2001,7,7,12,18.2,Mytilus californianus,full_points,1.50667
12,2001,7,7,12,18.4,Mytilus californianus,full_points,1.39667
12,2001,7,7,12,18.8,Mytilus californianus,full_points,1.54667
12,2001,7,7,12,19,Mytilus californianus,full_points,1.51667
12,2001,7,7,12,19.4,Mytilus californianus,full_points,1.44667
12,2001,7,7,12,20,Mytilus californianus,full_points,1.50667
12,2001,7,7,12,20.2,Mytilus californianus,full_points,1.49463
12,2001,7,7,12,20.4,Mytilus californianus,full_points,1.48262
12,2001,7,7,12,20.6,Mytilus californianus,full_points,1.47043
12,2001,7,7,12,20.8,Mytilus californianus,full_points,1.4585
12,2001,7,7,12,21,Mytilus californianus,full_points,1.44667
12,2001,7,7,12,21.2,Mytilus californianus,full_points,0.94994
12,2001,7,7,12,21.4,Mytilus californianus,full_points,0.45329
12,2001,7,7,12,22,Mytilus californianus,full_points,-0.4339
12,2001,7,7,12,22.2,Mytilus californianus,full_points,-0.3428
12,2001,7,7,12,22.4,Mytilus californianus,full_points,-0.2514
12,2001,7,7,12,24.6,Mytilus californianus,full_points,0.61385
12,2001,7,7,12,24.8,Mytilus californianus,full_points,0.60714
12,2001,7,7,12,25,Mytilus californianus,full_points,0.60063
12,2001,7,7,12,25.2,Mytilus californianus,full_points,0.59425
12,2001,7,7,12,25.4,Mytilus californianus,full_points,0.58804
12,2001,7,7,12,25.6,Mytilus californianus,full_points,0.53609
12,2001,7,7,12,25.8,Mytilus californianus,full_points,0.43847
12,2001,7,7,12,26,Mytilus californianus,full_points,0.34097
12,2001,7,7,14,0.4,Mytilus trossulus/galloprovincialis/edulis,full_points,2.48691
12,2001,7,7,14,7.6,Mytilus californianus,full_points,2.14666
12,2001,7,7,14,8,Mytilus californianus,full_points,2.09667
12,2001,7,7,14,8.2,Mytilus californianus,full_points,2.10669
12,2001,7,7,14,8.4,Mytilus californianus,full_points,2.11668
12,2001,7,7,14,9.6,Mytilus californianus,full_points,2.03332
12,2001,7,7,14,9.8,Mytilus californianus,full_points,1.96667
12,2001,7,7,14,10,Mytilus californianus,full_points,2.04667
12,2001,7,7,14,10.2,Mytilus californianus,full_points,2.06999
12,2001,7,7,14,10.6,Mytilus californianus,full_points,2.11667
12,2001,7,7,14,10.8,Mytilus californianus,full_points,2.09667
12,2001,7,7,14,11,Mytilus californianus,full_points,1.96667
12,2001,7,7,14,11.2,Mytilus californianus,full_points,1.96087
12,2001,7,7,14,11.4,Mytilus californianus,full_points,1.9549
12,2001,7,7,14,11.6,Mytilus californianus,full_points,1.94889
12,2001,7,7,14,11.8,Mytilus californianus,full_points,1.94281
12,2001,7,7,14,12,Mytilus californianus,full_points,1.93667
12,2001,7,7,14,12.2,Mytilus californianus,full_points,1.94275
12,2001,7,7,14,12.4,Mytilus californianus,full_points,1.94879
12,2001,7,7,14,12.6,Mytilus californianus,full_points,1.95484
12,2001,7,7,14,12.8,Mytilus californianus,full_points,1.96076
12,2001,7,7,14,13,Mytilus californianus,full_points,1.96667
12,2001,7,7,14,13.2,Mytilus californianus,full_points,1.94462
12,2001,7,7,14,13.4,Mytilus californianus,full_points,1.92265
12,2001,7,7,14,13.6,Mytilus californianus,full_points,1.90066
12,2001,7,7,14,13.8,Mytilus californianus,full_points,1.87868
12,2001,7,7,14,14.6,Mytilus californianus,full_points,1.82648
12,2001,7,7,14,14.8,Mytilus californianus,full_points,1.81654
12,2001,7,7,14,15,Mytilus californianus,full_points,1.80667
12,2001,7,7,14,15.2,Mytilus californianus,full_points,1.74657
12,2001,7,7,14,15.4,Mytilus californianus,full_points,1.68654
12,2001,7,7,14,15.6,Mytilus californianus,full_points,1.62662
12,2001,7,7,14,15.8,Mytilus californianus,full_points,1.56667
12,2001,7,7,14,17,Mytilus californianus,full_points,1.52667
12,2001,7,7,14,17.2,Mytilus californianus,full_points,1.55461
12,2001,7,7,14,17.4,Mytilus californianus,full_points,1.58257
12,2001,7,7,14,17.6,Mytilus californianus,full_points,1.61057
12,2001,7,7,14,17.8,Mytilus californianus,full_points,1.6386
12,2001,7,7,14,18,Mytilus californianus,full_points,1.66667
12,2001,7,7,14,18.2,Mytilus californianus,full_points,1.66339
12,2001,7,7,14,18.4,Mytilus californianus,full_points,1.66005
12,2001,7,7,14,18.6,Mytilus californianus,full_points,1.65667
12,2001,7,7,14,18.8,Mytilus californianus,full_points,1.45667
12,2001,7,7,14,19,Mytilus californianus,full_points,1.60667
12,2001,7,7,14,19.2,Mytilus californianus,full_points,1.60071
12,2001,7,7,14,19.4,Mytilus californianus,full_points,1.59476
12,2001,7,7,14,19.6,Mytilus californianus,full_points,1.58876
12,2001,7,7,14,19.8,Mytilus californianus,full_points,1.58271
12,2001,7,7,14,20,Mytilus californianus,full_points,1.57667
12,2001,7,7,14,20.2,Mytilus californianus,full_points,1.36637
12,2001,7,7,14,20.4,Mytilus californianus,full_points,1.15606
12,2001,7,7,14,20.6,Mytilus californianus,full_points,0.94572
12,2001,7,7,14,20.8,Mytilus californianus,full_points,0.73537
12,2001,7,7,14,21,Mytilus californianus,full_points,0.525
12,2001,7,7,14,21.2,Mytilus californianus,full_points,0.15503
12,2001,7,8,18,4.8,Mytilus californianus,full_points,1.57694
12,2001,7,8,18,7.2,Mytilus californianus,full_points,1.00832
12,2001,7,8,18,7.6,Mytilus californianus,full_points,0.975
12,2001,7,8,18,12.8,Mytilus californianus,full_points,1.08481
12,2001,7,8,18,26.4,Mytilus californianus,full_points,0.785
12,2001,7,8,18,28.4,Mytilus californianus,full_points,0.55502
12,2001,7,8,18,33.2,Mytilus californianus,full_points,0.45498
12,2001,7,8,18,34.4,Mytilus californianus,full_points,0.44834
12,2001,7,8,18,34.8,Mytilus californianus,full_points,0.53834
12,2001,7,8,18,35.2,Mytilus californianus,full_points,0.485
12,2001,7,8,18,35.6,Mytilus californianus,full_points,0.53102
12,2001,7,8,18,37.2,Mytilus californianus,full_points,0.255
12,2001,7,8,18,37.6,Mytilus californianus,full_points,-0.045
12,2001,7,8,18,38.4,Mytilus californianus,full_points,0.32213
12,2001,7,8,18,38.8,Mytilus californianus,full_points,0.1907
12,2001,7,8,18,40.4,Mytilus californianus,full_points,0.22748
12,2001,7,8,18,40.8,Mytilus californianus,full_points,0.19249
12,2001,7,8,18,42.8,Mytilus californianus,full_points,0.205
12,2001,7,8,21,6.8,Mytilus californianus,full_points,1.2675
12,2001,7,8,21,7.2,Mytilus californianus,full_points,1.24304
12,2001,7,8,21,7.6,Mytilus californianus,full_points,1.18492
12,2001,7,8,21,20.4,Mytilus californianus,full_points,0.67988
12,2001,7,8,21,20.8,Mytilus californianus,full_points,0.71005
12,2001,7,8,21,21.2,Mytilus californianus,full_points,0.71703
12,2001,7,8,21,22,Mytilus californianus,full_points,0.68458
12,2001,7,8,21,26,Mytilus californianus,full_points,1.025
12,2001,7,8,21,26.4,Mytilus californianus,full_points,1.03403
12,2001,7,8,21,26.8,Mytilus californianus,full_points,1.04284
12,2001,7,8,21,27.2,Mytilus californianus,full_points,0.96672
12,2001,7,8,21,32.8,Mytilus californianus,full_points,0.33393
12,2001,7,8,21,33.2,Mytilus californianus,full_points,0.42089
12,2001,7,8,21,33.6,Mytilus californianus,full_points,0.50842
12,2001,7,8,21,34,Mytilus californianus,full_points,0.595
12,2001,7,8,21,36.4,Mytilus californianus,full_points,0.3827
12,2001,7,8,21,36.8,Mytilus californianus,full_points,0.53766
12,2001,7,8,21,37.2,Mytilus californianus,full_points,0.52366
12,2001,7,8,21,37.6,Mytilus californianus,full_points,0.34075
12,2001,7,8,21,40,Mytilus californianus,full_points,-0.025
12,2001,7,8,21,40.4,Mytilus californianus,full_points,0.1451
12,2001,7,8,21,40.8,Mytilus californianus,full_points,0.315
12,2001,7,8,24,3.6,Mytilus californianus,full_points,1.47115
12,2001,7,8,24,6,Mytilus californianus,full_points,1.36764
12,2001,7,8,24,6.4,Mytilus californianus,full_points,1.26892
12,2001,7,8,24,19.6,Mytilus californianus,full_points,0.865
12,2001,7,8,24,20,Mytilus californianus,full_points,0.93855
12,2001,7,8,24,20.4,Mytilus californianus,full_points,1.0123
12,2001,7,8,24,20.8,Mytilus californianus,full_points,1.08621
12,2001,7,8,24,21.2,Mytilus californianus,full_points,1.15835
12,2001,7,8,24,21.6,Mytilus californianus,full_points,1.23007
12,2001,7,8,24,22,Mytilus californianus,full_points,1.20949
12,2001,7,8,24,22.4,Mytilus californianus,full_points,1.09762
12,2001,7,8,24,22.8,Mytilus californianus,full_points,0.985
12,2001,7,8,24,23.6,Mytilus californianus,full_points,1.005
12,2001,7,8,24,24,Mytilus californianus,full_points,1.33118
12,2001,7,8,24,24.4,Mytilus californianus,full_points,1.38253
12,2001,7,8,24,25.2,Mytilus californianus,full_points,1.48279
12,2001,7,8,24,25.6,Mytilus californianus,full_points,1.14992
12,2001,7,8,24,26,Mytilus californianus,full_points,0.68911
12,2001,7,8,24,26.4,Mytilus californianus,full_points,0.22792
12,2001,7,8,24,27.6,Mytilus californianus,full_points,0.59102
12,2001,7,8,24,28,Mytilus californianus,full_points,1.295
12,2001,7,8,24,28.4,Mytilus californianus,full_points,0.93155
12,2001,7,8,24,28.8,Mytilus californianus,full_points,0.56824
12,2001,7,8,24,32.8,Mytilus californianus,full_points,0.675
12,2001,7,8,24,33.2,Mytilus californianus,full_points,0.68618
12,2001,7,8,24,33.6,Mytilus californianus,full_points,0.61832
12,2001,7,8,24,34.4,Mytilus californianus,full_points,0.73359
12,2001,7,8,24,36,Mytilus californianus,full_points,0.545
12,2001,7,8,24,36.4,Mytilus californianus,full_points,0.36508
12,2001,7,8,24,36.8,Mytilus californianus,full_points,0.425
12,2001,7,8,24,37.2,Mytilus californianus,full_points,0.265
12,2001,7,8,24,37.6,Mytilus californianus,full_points,0.46495
12,2001,7,8,24,38,Mytilus californianus,full_points,0.665
12,2001,7,8,24,38.4,Mytilus californianus,full_points,0.48757
12,2001,7,8,24,38.8,Mytilus californianus,full_points,0.31042
12,2001,7,8,24,39.2,Mytilus californianus,full_points,0.1334
12,2001,7,8,24,39.6,Mytilus californianus,full_points,0.25832
12,2001,7,8,24,40,Mytilus californianus,full_points,0.101
12,2001,7,8,24,41.6,Mytilus californianus,full_points,0.23498
12,2001,7,8,24,42,Mytilus californianus,full_points,0.18497
12,2001,7,8,24,42.4,Mytilus californianus,full_points,0.315
12,2001,7,8,24,42.8,Mytilus californianus,full_points,0.1498
12,2001,7,8,27,10.4,Mytilus californianus,full_points,1.28096
12,2001,7,8,27,10.8,Mytilus californianus,full_points,1.29701
12,2001,7,8,27,11.2,Mytilus californianus,full_points,1.27164
12,2001,7,8,27,11.6,Mytilus californianus,full_points,1.20438
12,2001,7,8,27,12,Mytilus californianus,full_points,1.13857
12,2001,7,8,27,12.4,Mytilus californianus,full_points,1.07171
12,2001,7,8,27,18,Mytilus californianus,full_points,1.265
12,2001,7,8,27,18.4,Mytilus californianus,full_points,1.20011
12,2001,7,8,27,18.8,Mytilus californianus,full_points,1.135
12,2001,7,8,27,19.2,Mytilus californianus,full_points,1.17382
12,2001,7,8,27,20,Mytilus californianus,full_points,1.25036
12,2001,7,8,27,20.4,Mytilus californianus,full_points,1.28756
12,2001,7,8,27,20.8,Mytilus californianus,full_points,1.32435
12,2001,7,8,27,21.2,Mytilus californianus,full_points,1.36005
12,2001,7,8,27,21.6,Mytilus californianus,full_points,1.39607
12,2001,7,8,27,22,Mytilus californianus,full_points,1.3237
12,2001,7,8,27,22.4,Mytilus californianus,full_points,1.215
12,2001,7,8,27,22.8,Mytilus californianus,full_points,1.22769
12,2001,7,8,27,23.2,Mytilus californianus,full_points,1.23946
12,2001,7,8,27,23.6,Mytilus californianus,full_points,1.30787
12,2001,7,8,27,24,Mytilus californianus,full_points,1.43297
12,2001,7,8,27,24.4,Mytilus californianus,full_points,1.49593
12,2001,7,8,27,24.8,Mytilus californianus,full_points,1.49696
12,2001,7,8,27,25.2,Mytilus californianus,full_points,1.49647
12,2001,7,8,27,25.6,Mytilus californianus,full_points,1.495
12,2001,7,8,27,26,Mytilus californianus,full_points,1.58312
12,2001,7,8,27,26.4,Mytilus californianus,full_points,1.67108
12,2001,7,8,27,26.8,Mytilus californianus,full_points,1.61827
12,2001,7,8,27,27.2,Mytilus californianus,full_points,1.42474
12,2001,7,8,27,27.6,Mytilus californianus,full_points,1.2317
12,2001,7,8,27,28,Mytilus californianus,full_points,1.03921
12,2001,7,8,27,28.4,Mytilus californianus,full_points,0.69894
12,2001,7,8,27,32.4,Mytilus californianus,full_points,0.415
12,2001,7,8,27,33.6,Mytilus californianus,full_points,0.84505
12,2001,7,8,27,34,Mytilus californianus,full_points,0.77709
12,2001,7,8,27,34.4,Mytilus californianus,full_points,0.59279
