site_id,georegion,year,season,survey_date,plot_code,total,plot_area_m2
12,CA North,2002,Summer,6/23/02,2,184,18
12,CA North,2003,Summer,6/18/03,1,977,20
12,CA North,2003,Summer,6/18/03,2,315,18
12,CA North,2004,Summer,6/7/04,1,593,20
12,CA North,2004,Summer,6/7/04,2,279,18
12,CA North,2005,Summer,6/26/05,1,432,20
12,CA North,2005,Summer,6/26/05,2,461,18
12,CA North,2006,Summer,6/17/06,1,314,20
12,CA North,2006,Summer,6/17/06,2,370,18
12,CA North,2007,Summer,6/19/07,1,409,20
12,CA North,2007,Summer,6/19/07,2,551,18
12,CA North,2008,Summer,6/8/08,1,1136,20
12,CA North,2008,Summer,6/8/08,2,773,18
12,CA North,2009,Summer,6/27/09,1,504,20
12,CA North,2009,Summer,6/27/09,2,422,18
12,CA North,2010,Summer,6/16/10,1,887,20
12,CA North,2010,Summer,6/16/10,2,644,18
12,CA North,2011,Summer,6/19/11,1,441,20
12,CA North,2011,Summer,6/19/11,2,657,18
12,CA North,2012,Summer,7/7/12,1,276,20
12,CA North,2012,Summer,7/7/12,2,408,18
12,CA North,2013,Summer,6/22/13,1,835,20
12,CA North,2013,Summer,6/22/13,2,1173,18
12,CA North,2014,Summer,6/12/14,1,209,20
12,CA North,2014,Summer,6/12/14,2,842,18
12,CA North,2015,Summer,6/15/15,1,15,20
12,CA North,2015,Summer,6/15/15,2,37,18
12,CA North,2016,Summer,6/4/16,1,30,20
12,CA North,2016,Summer,6/4/16,2,66,18
12,CA North,2017,Summer,7/26/17,1,107,20
12,CA North,2017,Summer,7/26/17,2,214,18
12,CA North,2018,Summer,6/16/18,1,295,20
12,CA North,2018,Summer,6/16/18,2,186,18
12,CA North,2019,Summer,6/16/19,1,75,20
12,CA North,2019,Summer,6/16/19,2,155,18
12,CA North,2020,Summer,6/25/20,1,102,20
12,CA North,2020,Summer,6/25/20,2,247,18
12,CA North,2021,Summer,5/14/21,1,207,20
12,CA North,2021,Summer,5/14/21,2,462,18
12,CA North,2022,Summer,6/15/22,1,118,20
12,CA North,2022,Summer,6/15/22,2,123,18
12,CA North,2023,Summer,6/19/23,1,246,20
12,CA North,2023,Summer,6/19/23,2,292,18
12,CA North,2024,Summer,6/23/24,1,61,20
12,CA North,2024,Summer,6/23/24,2,102,18
13,CA Central,1999,Fall,12/22/99,1,39,30
13,CA Central,1999,Fall,12/22/99,2,85,26
13,CA Central,2000,Spring,3/15/00,1,689,30
13,CA Central,2000,Spring,3/15/00,2,751,26
13,CA Central,2000,Summer,7/5/00,1,496,30
13,CA Central,2000,Summer,7/5/00,2,835,26
13,CA Central,2000,Fall,11/13/00,1,145,30
13,CA Central,2000,Fall,11/13/00,2,166,26
13,CA Central,2001,Spring,4/1/01,1,1664,30
13,CA Central,2001,Spring,4/1/01,2,977,26
13,CA Central,2001,Summer,7/4/01,1,1060,30
13,CA Central,2001,Summer,7/4/01,2,793,26
13,CA Central,2001,Fall,11/2/01,1,222,30
13,CA Central,2001,Fall,11/2/01,2,317,26
13,CA Central,2002,Spring,3/19/02,1,1950,30
13,CA Central,2002,Spring,3/19/02,2,931,26
13,CA Central,2002,Summer,8/7/02,1,1201,30
13,CA Central,2002,Summer,8/7/02,2,787,26
13,CA Central,2002,Fall,11/2/02,1,451,30
13,CA Central,2002,Fall,11/2/02,2,304,26
13,CA Central,2003,Spring,5/21/03,1,2117,30
13,CA Central,2003,Spring,5/21/03,2,1092,26
13,CA Central,2003,Fall,10/25/03,1,221,30
13,CA Central,2003,Fall,10/25/03,2,289,26
13,CA Central,2004,Spring,3/17/04,1,1590,30
13,CA Central,2004,Spring,3/17/04,2,1223,26
13,CA Central,2004,Fall,11/10/04,1,109,30
13,CA Central,2004,Fall,11/10/04,2,118,26
13,CA Central,2005,Spring,3/6/05,1,328,30
13,CA Central,2005,Spring,3/6/05,2,328,26
13,CA Central,2005,Fall,10/17/05,1,235,30
13,CA Central,2005,Fall,10/17/05,2,266,26
13,CA Central,2006,Spring,3/31/06,1,1793,30
13,CA Central,2006,Spring,3/31/06,2,580,26
13,CA Central,2006,Fall,11/19/06,1,102,30
13,CA Central,2006,Fall,11/19/06,2,149,26
13,CA Central,2007,Spring,3/14/07,1,2282,30
13,CA Central,2007,Spring,3/14/07,2,888,26
13,CA Central,2007,Fall,10/24/07,1,226,30
13,CA Central,2007,Fall,10/24/07,2,319,26
13,CA Central,2008,Spring,3/17/08,1,690,30
13,CA Central,2008,Spring,3/17/08,2,1104,26
13,CA Central,2008,Fall,10/28/08,1,219,30
13,CA Central,2008,Fall,10/28/08,2,209,26
13,CA Central,2009,Spring,3/5/09,1,1345,30
13,CA Central,2009,Spring,3/5/09,2,801,26
13,CA Central,2009,Fall,10/18/09,1,522,30
13,CA Central,2009,Fall,10/18/09,2,308,26
13,CA Central,2010,Spring,3/23/10,1,1677,30
13,CA Central,2010,Spring,3/23/10,2,1001,26
13,CA Central,2010,Fall,10/7/10,1,813,30
13,CA Central,2010,Fall,10/7/10,2,382,26
13,CA Central,2011,Spring,3/22/11,1,3200,30
13,CA Central,2011,Spring,3/22/11,2,1320,26
13,CA Central,2011,Fall,10/25/11,1,395,30
13,CA Central,2011,Fall,10/25/11,2,208,26
13,CA Central,2012,Fall,10/17/12,1,552,30
13,CA Central,2012,Fall,10/17/12,2,507,26
13,CA Central,2013,Spring,5/25/13,1,2630,30
13,CA Central,2013,Spring,5/25/13,2,1968,26
13,CA Central,2013,Fall,10/19/13,1,213,30
13,CA Central,2013,Fall,10/19/13,2,496,26
13,CA Central,2014,Spring,3/26/14,1,977,30
13,CA Central,2014,Spring,3/26/14,2,952,26
13,CA Central,2014,Fall,10/8/14,1,45,30
13,CA Central,2014,Fall,10/8/14,2,74,26
13,CA Central,2015,Spring,4/13/15,1,1,30
13,CA Central,2015,Spring,4/13/15,2,4,26
13,CA Central,2015,Fall,11/24/15,1,0,30
13,CA Central,2015,Fall,11/24/15,2,0,26
13,CA Central,2016,Spring,3/17/16,1,0,30
13,CA Central,2016,Spring,3/17/16,2,0,26
13,CA Central,2016,Fall,10/16/16,1,1,30
13,CA Central,2016,Fall,10/16/16,2,0,26
13,CA Central,2017,Spring,3/8/17,1,0,30
13,CA Central,2017,Spring,3/8/17,2,0,26
13,CA Central,2017,Fall,10/21/17,1,2,30
13,CA Central,2017,Fall,10/21/17,2,1,26
13,CA Central,2018,Spring,4/18/18,1,14,30
13,CA Central,2018,Spring,4/18/18,2,0,26
13,CA Central,2018,Fall,10/9/18,1,20,30
13,CA Central,2018,Fall,10/9/18,2,0,26
13,CA Central,2019,Spring,4/14/19,1,57,30
13,CA Central,2019,Spring,4/14/19,2,0,26
13,CA Central,2019,Fall,10/14/19,1,62,30
13,CA Central,2019,Fall,10/14/19,2,0,26
13,CA Central,2020,Spring,3/8/20,1,89,30
13,CA Central,2020,Spring,3/8/20,2,0,26
13,CA Central,2020,Fall,10/18/20,1,21,30
13,CA Central,2020,Fall,10/18/20,2,0,26
13,CA Central,2021,Spring,3/7/21,1,212,30
13,CA Central,2021,Spring,3/7/21,2,0,26
13,CA Central,2021,Fall,10/7/21,1,25,30
13,CA Central,2021,Fall,10/7/21,2,0,26
13,CA Central,2022,Spring,3/25/22,1,15,30
13,CA Central,2022,Spring,3/25/22,2,0,26
13,CA Central,2022,Fall,10/25/22,1,31,30
13,CA Central,2022,Fall,10/25/22,2,0,26
13,CA Central,2023,Spring,4/27/23,1,327,30
13,CA Central,2023,Spring,4/27/23,2,0,26
13,CA Central,2023,Fall,11/15/23,1,10,30
13,CA Central,2023,Fall,11/15/23,2,0,26
13,CA Central,2024,Spring,5/9/24,1,184,30
13,CA Central,2024,Spring,5/9/24,2,0,26
14,CA Central,1999,Fall,12/20/99,1,192,150
14,CA Central,2000,Spring,4/11/00,1,1839,150
14,CA Central,2000,Summer,7/4/00,1,2091,150
14,CA Central,2000,Fall,12/11/00,1,446,150
14,CA Central,2001,Spring,6/6/01,1,4690,150
14,CA Central,2001,Fall,12/15/01,1,545,150
14,CA Central,2002,Spring,4/9/02,1,4455,150
14,CA Central,2002,Fall,8/7/02,1,2326,150
14,CA Central,2003,Spring,5/21/03,1,7454,150
14,CA Central,2004,Spring,5/8/04,1,4884,150
14,CA Central,2005,Spring,4/25/05,1,1373,150
14,CA Central,2006,Spring,4/19/06,1,4166,150
14,CA Central,2006,Fall,12/5/06,1,374,150
14,CA Central,2007,Spring,6/4/07,1,4995,150
14,CA Central,2007,Fall,10/28/07,1,730,150
14,CA Central,2008,Spring,4/23/08,1,9306,150
14,CA Central,2008,Fall,10/13/08,1,1074,150
14,CA Central,2009,Spring,4/5/09,1,2671,150
14,CA Central,2010,Spring,5/15/10,1,13430,150
14,CA Central,2010,Fall,10/8/10,1,1590,150
14,CA Central,2011,Fall,11/27/11,1,1292,150
14,CA Central,2013,Spring,5/29/13,1,11280,150
14,CA Central,2013,Fall,10/18/13,1,963,150
14,CA Central,2015,Spring,5/21/15,1,15,150
14,CA Central,2016,Spring,5/12/16,1,13,150
14,CA Central,2017,Spring,3/7/17,1,40,150
14,CA Central,2019,Fall,11/13/19,1,130,150
14,CA Central,2020,Spring,5/12/20,1,714,150
14,CA Central,2020,Fall,11/1/20,1,225,150
14,CA Central,2021,Spring,3/24/21,1,1767,150
14,CA Central,2021,Fall,11/19/21,1,19,150
14,CA Central,2022,Spring,5/4/22,1,424,150
14,CA Central,2022,Fall,11/22/22,1,78,150
14,CA Central,2023,Spring,5/10/23,1,1023,150
14,CA Central,2023,Fall,10/29/23,1,125,150
14,CA Central,2024,Spring,5/1/24,1,800,150
15,CA Central,2000,Summer,6/5/00,1,1477,36
15,CA Central,2000,Fall,12/12/00,1,86,36
15,CA Central,2001,Spring,5/25/01,1,2903,36
15,CA Central,2001,Fall,12/13/01,1,222,36
15,CA Central,2002,Spring,4/29/02,1,1409,36
15,CA Central,2002,Fall,12/3/02,1,124,36
15,CA Central,2003,Spring,5/19/03,1,1595,36
15,CA Central,2003,Fall,1/22/04,1,240,36
15,CA Central,2004,Spring,5/7/04,1,627,36
15,CA Central,2004,Fall,12/13/04,1,30,36
15,CA Central,2005,Spring,5/25/05,1,623,36
15,CA Central,2005,Fall,12/14/05,1,64,36
16,CA Central,2004,Fall,11/11/04,1,49,12
16,CA Central,2005,Spring,3/8/05,1,654,12
16,CA Central,2005,Fall,11/14/05,1,177,12
16,CA Central,2006,Spring,3/10/06,1,1411,12
16,CA Central,2006,Fall,11/7/06,1,158,12
16,CA Central,2007,Spring,3/16/07,1,1726,12
16,CA Central,2007,Fall,10/26/07,1,246,12
16,CA Central,2008,Spring,3/17/08,1,3185,12
16,CA Central,2008,Fall,11/15/08,1,59,12
16,CA Central,2009,Spring,3/8/09,1,571,12
16,CA Central,2009,Fall,11/4/09,1,211,12
16,CA Central,2010,Spring,3/26/10,1,1641,12
16,CA Central,2010,Fall,11/5/10,1,176,12
16,CA Central,2011,Spring,4/20/11,1,2281,12
16,CA Central,2011,Fall,10/28/11,1,227,12
16,CA Central,2012,Spring,4/9/12,1,1163,12
16,CA Central,2012,Fall,10/16/12,1,269,12
16,CA Central,2013,Spring,4/27/13,1,1867,12
16,CA Central,2013,Fall,11/4/13,1,222,12
16,CA Central,2014,Spring,4/17/14,1,1631,12
16,CA Central,2014,Fall,11/22/14,1,0,12
16,CA Central,2015,Spring,4/20/15,1,0,12
16,CA Central,2015,Fall,10/27/15,1,0,12
16,CA Central,2016,Spring,4/10/16,1,0,12
16,CA Central,2016,Fall,10/17/16,1,0,12
16,CA Central,2017,Spring,2/8/17,1,0,12
16,CA Central,2017,Fall,11/5/17,1,0,12
16,CA Central,2018,Fall,11/24/18,1,0,12
16,CA Central,2019,Fall,10/29/19,1,0,12
16,CA Central,2020,Fall,10/18/20,1,0,12
16,CA Central,2021,Fall,11/6/21,1,0,12
16,CA Central,2022,Fall,11/8/22,1,0,12
16,CA Central,2023,Fall,10/29/23,1,0,12
17,CA Central,2008,Spring,4/6/08,1,3858,20
17,CA Central,2008,Spring,4/6/08,2,1893,20
17,CA Central,2008,Spring,4/6/08,3,1615,14
17,CA Central,2009,Spring,4/5/09,1,674,20
17,CA Central,2009,Spring,4/5/09,2,718,20
17,CA Central,2009,Spring,4/5/09,3,513,14
17,CA Central,2011,Fall,11/24/11,1,141,20
17,CA Central,2011,Fall,12/23/11,2,328,20
17,CA Central,2011,Fall,12/23/11,3,124,14
17,CA Central,2015,Spring,4/19/15,1,0,20
17,CA Central,2015,Spring,4/19/15,2,0,20
17,CA Central,2015,Spring,4/19/15,3,0,14
17,CA Central,2016,Spring,4/10/16,1,1,20
17,CA Central,2016,Spring,4/10/16,2,0,20
17,CA Central,2016,Spring,4/10/16,3,0,14
17,CA Central,2017,Spring,3/9/17,1,0,20
17,CA Central,2017,Spring,3/9/17,2,0,20
17,CA Central,2017,Spring,3/9/17,3,0,14
17,CA Central,2019,Fall,10/29/19,1,0,20
17,CA Central,2019,Fall,10/29/19,2,0,20
17,CA Central,2019,Fall,10/29/19,3,0,14
17,CA Central,2021,Summer,7/26/21,1,0,20
17,CA Central,2021,Summer,7/26/21,2,0,20
17,CA Central,2021,Summer,7/26/21,3,0,14
17,CA Central,2023,Fall,11/14/23,1,0,20
17,CA Central,2023,Fall,11/14/23,2,0,20
17,CA Central,2023,Fall,11/14/23,3,0,14
