group_code,marine_site_name,site_code,site_lat,site_long,ltm_lat,ltm_long,marine_sort_order,marine_common_year,season_name,marine_season_code,marine_common_season,min_survey_date,max_survey_date,target_assemblage,species_code,size_bin,total,num_plots_sampled,method_code,state_province,georegion,bioregion,mpa_designation,mpa_region,mpa_lt_region,mpa_name,island,site_type,last_updated
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2012,Fall,FA12,127,2012-10-17,2012-10-17,sea_star,PISOCH,90,4,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2012,Fall,FA12,127,2012-10-17,2012-10-17,sea_star,PISOCH,100,7,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2012,Fall,FA12,127,2012-10-17,2012-10-17,sea_star,PISOCH,110,12,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2012,Fall,FA12,127,2012-10-17,2012-10-17,sea_star,PISOCH,120,7,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2012,Fall,FA12,127,2012-10-17,2012-10-17,sea_star,PISOCH,130,12,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2012,Fall,FA12,127,2012-10-17,2012-10-17,sea_star,PISOCH,140,11,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2012,Fall,FA12,127,2012-10-17,2012-10-17,sea_star,PISOCH,150,7,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2012,Fall,FA12,127,2012-10-17,2012-10-17,sea_star,PISOCH,160,8,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2012,Fall,FA12,127,2012-10-17,2012-10-17,sea_star,PISOCH,170,3,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2012,Fall,FA12,127,2012-10-17,2012-10-17,sea_star,PISOCH,180,4,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2012,Fall,FA12,127,2012-10-17,2012-10-17,sea_star,PISOCH,NM,57,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2012,Fall,FA12,127,2012-10-17,2012-10-17,sea_star,PISOCH,60,1,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2012,Fall,FA12,127,2012-10-17,2012-10-17,sea_star,PISOCH,70,7,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2012,Fall,FA12,127,2012-10-17,2012-10-17,sea_star,PISOCH,80,3,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,90,9,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,100,14,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,110,17,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,120,18,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,130,14,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,140,21,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,150,10,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,160,6,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,170,1,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,180,1,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,190,1,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,40,2,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,50,2,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,60,3,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,70,9,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Spring,SP13,129,2013-03-09,2013-03-09,sea_star,PISOCH,80,15,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,90,16,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,100,14,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,110,23,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,120,29,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,130,26,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,140,15,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,150,8,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,160,1,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,190,1,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,NM,29,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,30,1,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,40,1,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,50,3,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,60,3,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,70,5,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2013,Fall,FA13,131,2013-11-03,2013-11-03,sea_star,PISOCH,80,16,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2014,Spring,SP14,133,2014-03-29,2014-03-29,sea_star,PISOCH,100,1,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2014,Spring,SP14,133,2014-03-29,2014-03-29,sea_star,PISOCH,110,1,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2014,Spring,SP14,133,2014-03-29,2014-03-29,sea_star,PISOCH,120,1,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2014,Spring,SP14,133,2014-03-29,2014-03-29,sea_star,PISOCH,130,2,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2014,Spring,SP14,133,2014-03-29,2014-03-29,sea_star,PISOCH,140,1,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2014,Spring,SP14,133,2014-03-29,2014-03-29,sea_star,PISOCH,NM,2,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2014,Spring,SP14,133,2014-03-29,2014-03-29,sea_star,PISOCH,70,1,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2014,Spring,SP14,133,2014-03-29,2014-03-29,sea_star,PISOCH,80,2,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
CSUF,Crystal Cove,CRCO,33.57078171,-117.83773,33.57078171,-117.83773,6660,2014,Fall,FA14,135,2014-11-08,2014-11-08,sea_star,PISOCH,90,1,1,GSES,California,CA South,Government Point to Mexico,SMCA,South Coast,South Coast,Crystal Cove SMCA,Mainland,intertidal,2022-04-25 11:24:06
